Ano;UO;DS_Unidade Orcamentaria;DS_Programa;DS_Acao;DS_Grupo Despesa;Natureza Despesa;DS_Natureza Despesa;Orcamento;Credito Disponivel;Credito Indisponivel;Despesas Empenhadas;Despesas Liquidadas;Despesas Pagas
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;INVESTIMENTOS;449040;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;4.034.617,29;8.188,79;;4.026.428,50;217.724,81;202.197,77
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;INVESTIMENTOS;449051;OBRAS E INSTALACOES;2.023.394,10;471,12;158.975,29;1.863.947,69;192.413,83;187.912,93
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;INVESTIMENTOS;449052;EQUIPAMENTOS E MATERIAL PERMANENTE;7.019.056,70;707.759,42;1.848.985,53;4.462.311,75;1.524.301,20;1.498.122,45
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;INVESTIMENTOS;449092;DESPESAS DE EXERCICIOS ANTERIORES;1;;;1;1;1
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;5.400,00;;;5.400,00;5.400,00;5.400,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;335047;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;315,41;;;315,41;315,41;315,41
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;335092;DESPESAS DE EXERCICIOS ANTERIORES;16.200,00;;;16.200,00;16.200,00;16.200,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339000;APLICACOES DIRETAS;17.416.821,06;15.316.373,06;2.100.448,00;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339014;DIARIAS - PESSOAL CIVIL;4.770.562,39;14.000,00;;4.756.562,39;3.851.966,89;3.851.347,34
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339018;AUXILIO FINANCEIRO A ESTUDANTES;549.480,00;;;549.480,00;286.995,60;286.995,60
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339030;MATERIAL DE CONSUMO;5.380.899,81;31.626,28;44.060,40;5.305.213,13;3.582.107,00;3.573.286,18
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339031;PREMIACOES CULT., ART., CIENT., DESP. E OUTR.;10.033,90;;;10.033,90;10.033,90;10.033,90
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339033;PASSAGENS E DESPESAS COM LOCOMOCAO;10.525.693,92;11.084,05;;10.516.919,53;7.998.026,79;7.678.434,63
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339035;SERVICOS DE CONSULTORIA;2.906.443,19;;;2.906.443,19;2.189.001,36;2.157.679,32
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339036;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA;4.441.024,75;33.101,00;;4.407.923,75;3.781.406,61;3.110.809,70
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339037;LOCACAO DE MAO-DE-OBRA;151.765.210,21;257.102,13;351.807,42;151.156.300,66;103.664.979,98;100.822.072,90
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;73.224.679,63;2.084.614,90;2.533.765,67;68.606.299,06;44.946.676,32;44.463.718,42
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339040;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;26.189.165,70;11.408,03;250.769,01;25.926.988,66;18.368.227,95;17.683.759,98
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339047;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;811.154,34;526,84;;810.627,50;707.801,09;707.801,09
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339091;SENTENCAS JUDICIAIS;7.999,92;;;7.999,92;6.666,60;6.666,60
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339092;DESPESAS DE EXERCICIOS ANTERIORES;753.662,97;;;753.662,97;700.873,64;693.756,39
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339093;INDENIZACOES E RESTITUICOES;564.596,31;;;564.596,31;557.044,68;556.183,09
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339139;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA (INTRA);1.003.353,74;8.000,00;;995.353,74;768.850,50;740.761,35
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ADMINISTRACAO DA UNIDADE;OUTRAS DESPESAS CORRENTES;339147;OBRIG.TRIBUT.E CONTRIB-OP.INTRA-ORCAMENTARIAS;24.110,75;;;24.110,75;17.106,35;16.460,35
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339000;APLICACOES DIRETAS;0,83;0,83;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;390.000,00;;;390.000,00;33.391,23;33.391,23
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339091;SENTENCAS JUDICIAIS;153.519,73;1.462,00;;152.057,73;72.761,84;67.404,11
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339092;DESPESAS DE EXERCICIOS ANTERIORES;65.456,30;;;65.456,30;34.487,63;21.997,63
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339093;INDENIZACOES E RESTITUICOES;12.895.990,14;82.100,96;;12.813.889,18;11.303.973,29;10.229.922,54
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339096;RESSARC. DE DESPESAS DE PESSOAL REQUISITADO;578.770,00;;;578.770,00;358.526,93;327.804,15
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319007;CONTRIB. A ENTIDADES FECHADAS DE PREVIDENCIA;3.063.493,44;;;3.063.493,44;2.515.429,37;2.258.637,02
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;569.144.662,22;2.380.322,81;;566.764.339,41;430.950.377,33;402.840.321,01
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319012;VENCIMENTOS E VANTAGENS FIXAS - PES. MILITAR;2.000,00;2.000,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319013;OBRIGACOES PATRONAIS;1.679.506,56;;;1.679.506,56;1.269.429,45;1.269.429,45
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319016;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL;1.717.000,00;;;1.717.000,00;1.588.439,03;1.398.704,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319091;SENTENCAS JUDICIAIS;1.208.392,42;28.392,42;;1.180.000,00;1.113.493,38;1.014.178,35
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319092;DESPESAS DE EXERCICIOS ANTERIORES;1.035.040,78;;;1.035.040,78;1.002.507,11;965.890,99
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319096;RESSARCIMENTO DE DESP. DE PESSOAL REQUISITADO;14.162.837,58;1.690,82;;14.161.146,76;7.119.957,15;6.702.680,62
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;ATIVOS CIVIS DA UNIAO;PESSOAL E ENCARGOS SOCIAIS;319113;OBRIGACOES PATRONAIS - OP.INTRA-ORCAMENTARIAS;7.000.000,00;;;7.000.000,00;4.499.657,33;4.499.657,33
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339000;APLICACOES DIRETAS;163.000,00;163.000,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339008;OUTROS BENEF.ASSIST. DO SERVIDOR E DO MILITAR;2.963.250,00;20.365,80;;2.942.884,20;2.116.974,74;2.000.478,71
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339046;AUXILIO-ALIMENTACAO;32.250.129,27;234.000,00;;32.016.129,27;26.180.895,11;23.364.737,51
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339049;AUXILIO-TRANSPORTE;1.966.266,00;19.756,98;;1.946.509,02;1.643.879,15;1.493.372,99
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339092;DESPESAS DE EXERCICIOS ANTERIORES;28.841,29;;;28.841,29;28.841,29;28.841,29
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES;OUTRAS DESPESAS CORRENTES;339096;RESSARC. DE DESPESAS DE PESSOAL REQUISITADO;906.510,44;;;906.510,44;537.318,20;496.628,09
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUBLICOS;OUTRAS DESPESAS CORRENTES;339093;INDENIZACOES E RESTITUICOES;1.305.719,00;;;1.305.719,00;696.010,52;627.825,64
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;PUBLICIDADE DE UTILIDADE PUBLICA;OUTRAS DESPESAS CORRENTES;339000;APLICACOES DIRETAS;1.692.670,00;1.692.670,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;PUBLICIDADE DE UTILIDADE PUBLICA;OUTRAS DESPESAS CORRENTES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;1.500.000,00;;;1.500.000,00;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO;PUBLICIDADE DE UTILIDADE PUBLICA;OUTRAS DESPESAS CORRENTES;339139;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA (INTRA);277.032,00;268.329,60;;8.702,40;8.702,40;8.702,40
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: OUTROS ENCARGOS ESPECIAIS;BENEFICIO ESPECIAL - LEI N. 12.618, DE 2012;PESSOAL E ENCARGOS SOCIAIS;319000;APLICACOES DIRETAS;13.000,00;13.000,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ACADEMIA BRASILEIRA DE CIENCIAS - ABC;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;3.952.943,00;;;3.952.943,00;3.952.943,00;3.952.943,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS INSTITUICOES DE PESQUISA TECNOLOGICA - ABIPTI;INVESTIMENTOS;445041;CONTRIBUICOES;200.000,00;;;200.000,00;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS INSTITUICOES DE PESQUISA TECNOLOGICA - ABIPTI;OUTRAS DESPESAS CORRENTES;335000;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;279.318,00;279.318,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS INSTITUICOES DE PESQUISA TECNOLOGICA - ABIPTI;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;3.200.000,00;;;3.200.000,00;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIENCIA - SBPC;OUTRAS DESPESAS CORRENTES;335000;TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS;300.000,00;300.000,00;;;;
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIENCIA - SBPC;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;6.071.229,00;;;6.071.229,00;5.821.229,00;5.821.229,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ASSOCIACAO PARA PROMOCAO DA EXCELENCIA DO SOFTWARE BRASILEIRO - SOFTEX;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;20.761.668,00;;;20.761.668,00;19.561.668,00;19.561.668,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;100.000,00;;;100.000,00;100.000,00;100.000,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA;OUTRAS DESPESAS CORRENTES;335092;DESPESAS DE EXERCICIOS ANTERIORES;300.000,00;;;300.000,00;300.000,00;300.000,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICOES REGULARES A ENTIDADES OU ORGANISMOS NACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA;OUTRAS DESPESAS CORRENTES;339039;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;9.081,00;;;9.081,00;9.081,00;9.081,00
2024;24101;MINIST. DA CIENCIA, TECNOLOGIA E INOVOVACAO;OPERACOES ESPECIAIS: GESTAO DA PARTICIPACAO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;CONTRIBUICAO A ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS - ABNT;OUTRAS DESPESAS CORRENTES;335041;CONTRIBUICOES;239.416,00;;;239.416,00;239.416,00;239.416,00
